index,City,City_Tier,Date,Year,Month,Quarter,Weekday,Is_Weekend,Festive_Season,Card_Type,Exp_Type,Gender,Amount,Amount_Bucket
15537,"Rajsamand, India",Tier-3,2015-01-07,2015,1,2015Q1,Wednesday,False,False,Silver,Food,M,80441.0,Medium
15538,"Guntur, India",Tier-2,2014-10-25,2014,10,2014Q4,Saturday,True,True,Platinum,Grocery,M,97246.0,Medium
15539,"Siruguppa, India",Tier-3,2015-02-06,2015,2,2015Q1,Friday,False,False,Gold,Bills,M,187342.0,High
15540,"Itarsi, India",Tier-3,2014-11-12,2014,11,2014Q4,Wednesday,False,True,Platinum,Bills,F,131875.0,Medium
15541,"Mihijam, India",Tier-3,2014-05-17,2014,5,2014Q2,Saturday,True,False,Silver,Bills,M,173375.0,High
15542,"Raghunathganj, India",Tier-3,2015-02-20,2015,2,2015Q1,Friday,False,False,Gold,Food,M,20607.0,Low
15543,"Ichalkaranji, India",Tier-3,2015-02-25,2015,2,2015Q1,Wednesday,False,False,Platinum,Grocery,F,95737.0,Medium
15544,"Bankura, India",Tier-3,2014-03-30,2014,3,2014Q1,Sunday,True,False,Platinum,Grocery,M,286632.0,Very High
15545,"Mandla, India",Tier-3,2014-10-14,2014,10,2014Q4,Tuesday,False,True,Signature,Grocery,F,149279.0,Medium
15546,"Shegaon, India",Tier-3,2015-05-24,2015,5,2015Q2,Sunday,True,False,Platinum,Entertainment,M,221880.0,High
15547,"Raghunathganj, India",Tier-3,2015-03-27,2015,3,2015Q1,Friday,False,False,Gold,Grocery,F,96611.0,Medium
15548,"Varkala, India",Tier-3,2013-12-16,2013,12,2013Q4,Monday,False,False,Platinum,Bills,F,153033.0,Medium
15549,"Palacole, India",Tier-3,2013-11-13,2013,11,2013Q4,Wednesday,False,True,Gold,Entertainment,F,55521.0,Low
15550,"Sinnar, India",Tier-3,2014-07-27,2014,7,2014Q3,Sunday,True,False,Platinum,Fuel,M,263435.0,Very High
15551,"Revelganj, India",Tier-3,2015-02-06,2015,2,2015Q1,Friday,False,False,Gold,Food,M,191331.0,High
15552,"Pinjore, India",Tier-3,2014-04-25,2014,4,2014Q2,Friday,False,False,Signature,Grocery,M,97270.0,Medium
15553,"Shrirampur, India",Tier-3,2014-10-04,2014,10,2014Q4,Saturday,True,True,Signature,Food,F,246098.0,Very High
15554,"Barbil, India",Tier-3,2014-10-11,2014,10,2014Q4,Saturday,True,True,Signature,Entertainment,F,56543.0,Low
15555,"Batala, India",Tier-3,2014-10-31,2014,10,2014Q4,Friday,False,True,Signature,Grocery,F,54719.0,Low
15556,"Yevla, India",Tier-3,2013-11-30,2013,11,2013Q4,Saturday,True,True,Gold,Fuel,M,97130.0,Medium
15557,"Ladwa, India",Tier-3,2015-05-02,2015,5,2015Q2,Saturday,True,False,Platinum,Fuel,F,172528.0,High
15558,"Bhatapara, India",Tier-3,2014-01-25,2014,1,2014Q1,Saturday,True,False,Silver,Food,M,23576.0,Low
15559,"Tikamgarh, India",Tier-3,2014-05-16,2014,5,2014Q2,Friday,False,False,Silver,Grocery,F,40744.0,Low
15560,"Rohtak, India",Tier-3,2014-08-20,2014,8,2014Q3,Wednesday,False,False,Gold,Food,F,118864.0,Medium
15561,"Tuljapur, India",Tier-3,2014-09-07,2014,9,2014Q3,Sunday,True,False,Silver,Food,M,209791.0,High
15562,"Sivakasi, India",Tier-3,2013-12-03,2013,12,2013Q4,Tuesday,False,False,Signature,Entertainment,M,126917.0,Medium
15563,"Upleta, India",Tier-3,2015-04-09,2015,4,2015Q2,Thursday,False,False,Signature,Food,F,87542.0,Medium
15564,"Mandideep, India",Tier-3,2014-05-22,2014,5,2014Q2,Thursday,False,False,Platinum,Fuel,F,237386.0,Very High
15565,"Nautanwa, India",Tier-3,2013-10-24,2013,10,2013Q4,Thursday,False,True,Signature,Food,M,298676.0,Very High
15566,"Motihari, India",Tier-3,2014-05-24,2014,5,2014Q2,Saturday,True,False,Signature,Grocery,M,112109.0,Medium
15567,"Mangaluru, India",Tier-2,2013-11-11,2013,11,2013Q4,Monday,False,True,Gold,Grocery,F,169530.0,High
15568,"Madhugiri, India",Tier-3,2015-04-09,2015,4,2015Q2,Thursday,False,False,Silver,Fuel,F,71537.0,Low
15569,"Wadi, India",Tier-3,2014-02-16,2014,2,2014Q1,Sunday,True,False,Signature,Entertainment,F,15779.0,Low
15570,"Mandideep, India",Tier-3,2014-05-28,2014,5,2014Q2,Wednesday,False,False,Platinum,Food,M,30013.0,Low
15571,"Sihor, India",Tier-3,2014-02-27,2014,2,2014Q1,Thursday,False,False,Silver,Food,M,243459.0,Very High
15572,"Puttur, India",Tier-3,2014-12-26,2014,12,2014Q4,Friday,False,False,Silver,Grocery,M,298228.0,Very High
15573,"Pipariya, India",Tier-3,2014-12-22,2014,12,2014Q4,Monday,False,False,Silver,Entertainment,M,161119.0,High
15574,"Hoshiarpur, India",Tier-3,2015-03-10,2015,3,2015Q1,Tuesday,False,False,Signature,Bills,F,292645.0,Very High
15575,"Sunabeda, India",Tier-3,2015-05-18,2015,5,2015Q2,Monday,False,False,Signature,Bills,F,219759.0,High
15576,"Ranaghat, India",Tier-3,2015-03-13,2015,3,2015Q1,Friday,False,False,Silver,Bills,F,206404.0,High
15577,"Koyilandy, India",Tier-3,2014-01-28,2014,1,2014Q1,Tuesday,False,False,Silver,Entertainment,M,268216.0,Very High
15578,"Arvi, India",Tier-3,2014-12-01,2014,12,2014Q4,Monday,False,False,Silver,Bills,F,57879.0,Low
15579,"Vadalur, India",Tier-3,2015-02-24,2015,2,2015Q1,Tuesday,False,False,Silver,Food,F,240644.0,Very High
15580,"Jhargram, India",Tier-3,2014-01-27,2014,1,2014Q1,Monday,False,False,Silver,Food,F,287068.0,Very High
15581,"Tadpatri, India",Tier-3,2014-06-26,2014,6,2014Q2,Thursday,False,False,Platinum,Fuel,F,169588.0,High
15582,"Sagara, India",Tier-3,2014-05-10,2014,5,2014Q2,Saturday,True,False,Gold,Entertainment,M,185256.0,High
15583,"Fatehabad, India",Tier-3,2014-10-13,2014,10,2014Q4,Monday,False,True,Gold,Fuel,F,132783.0,Medium
15584,"Lanka, India",Tier-3,2015-03-12,2015,3,2015Q1,Thursday,False,False,Platinum,Entertainment,F,258436.0,Very High
15585,"Chennai, India",Tier-1,2013-11-22,2013,11,2013Q4,Friday,False,True,Silver,Entertainment,M,148688.0,Medium
15586,"Oddanchatram, India",Tier-3,2013-10-22,2013,10,2013Q4,Tuesday,False,True,Signature,Grocery,F,183734.0,High
15587,"Khair, India",Tier-3,2014-10-24,2014,10,2014Q4,Friday,False,True,Platinum,Bills,F,275054.0,Very High
15588,"Saundatti-Yellamma, India",Tier-3,2015-05-09,2015,5,2015Q2,Saturday,True,False,Platinum,Fuel,M,166499.0,High
15589,"Loni, India",Tier-2,2014-05-17,2014,5,2014Q2,Saturday,True,False,Silver,Bills,F,55152.0,Low
15590,"Utraula, India",Tier-3,2013-10-10,2013,10,2013Q4,Thursday,False,True,Gold,Bills,M,13914.0,Low
15591,"Vedaranyam, India",Tier-3,2015-02-18,2015,2,2015Q1,Wednesday,False,False,Platinum,Fuel,M,281842.0,Very High
15592,"Ramngarh, India",Tier-3,2014-07-17,2014,7,2014Q3,Thursday,False,False,Gold,Food,M,231450.0,Very High
15593,"Pehowa, India",Tier-3,2014-11-03,2014,11,2014Q4,Monday,False,True,Gold,Fuel,F,124512.0,Medium
15594,"Markapur, India",Tier-3,2014-09-09,2014,9,2014Q3,Tuesday,False,False,Silver,Fuel,F,154558.0,High
15595,"Buxar, India",Tier-3,2014-11-23,2014,11,2014Q4,Sunday,True,True,Silver,Fuel,F,235738.0,Very High
15596,"Kot Kapura, India",Tier-3,2014-02-01,2014,2,2014Q1,Saturday,True,False,Signature,Entertainment,F,181531.0,High
15597,"Rajapalayam, India",Tier-3,2014-05-15,2014,5,2014Q2,Thursday,False,False,Signature,Grocery,M,58913.0,Low
15598,"Jagdalpur, India",Tier-3,2014-05-01,2014,5,2014Q2,Thursday,False,False,Gold,Fuel,M,195094.0,High
15599,"Kodungallur, India",Tier-3,2015-02-18,2015,2,2015Q1,Wednesday,False,False,Gold,Fuel,M,64150.0,Low
15600,"Musabani, India",Tier-3,2014-03-06,2014,3,2014Q1,Thursday,False,False,Gold,Entertainment,F,31454.0,Low
15601,"Sankari, India",Tier-3,2015-05-15,2015,5,2015Q2,Friday,False,False,Platinum,Grocery,F,229322.0,Very High
15602,"Kovvur, India",Tier-3,2015-01-30,2015,1,2015Q1,Friday,False,False,Gold,Food,M,77762.0,Medium
15603,"Palani, India",Tier-3,2014-07-04,2014,7,2014Q3,Friday,False,False,Platinum,Bills,M,93796.0,Medium
15604,"Achalpur, India",Tier-3,2014-05-29,2014,5,2014Q2,Thursday,False,False,Gold,Entertainment,F,55347.0,Low
15605,"Samastipur, India",Tier-3,2014-09-29,2014,9,2014Q3,Monday,False,False,Silver,Food,F,236066.0,Very High
15606,"Sironj, India",Tier-3,2015-01-10,2015,1,2015Q1,Saturday,True,False,Gold,Grocery,M,184664.0,High
15607,"Lal Gopalganj Nindaura, India",Tier-3,2013-11-03,2013,11,2013Q4,Sunday,True,True,Signature,Bills,F,87663.0,Medium
15608,"Meerut, India",Tier-2,2013-10-28,2013,10,2013Q4,Monday,False,True,Signature,Grocery,F,26005.0,Low
15609,"Rishikesh, India",Tier-3,2015-01-16,2015,1,2015Q1,Friday,False,False,Platinum,Bills,M,182761.0,High
15610,"Vizianagaram, India",Tier-3,2015-01-14,2015,1,2015Q1,Wednesday,False,False,Gold,Grocery,M,126286.0,Medium
15611,"Gaya, India",Tier-2,2014-09-16,2014,9,2014Q3,Tuesday,False,False,Silver,Food,F,78908.0,Medium
15612,"Guntakal, India",Tier-3,2014-09-12,2014,9,2014Q3,Friday,False,False,Platinum,Fuel,M,42091.0,Low
15613,"Nainital, India",Tier-3,2014-03-13,2014,3,2014Q1,Thursday,False,False,Platinum,Food,F,178276.0,High
15614,"Mussoorie, India",Tier-3,2014-03-03,2014,3,2014Q1,Monday,False,False,Signature,Entertainment,M,51981.0,Low
15615,"Udaipur, India",Tier-2,2014-04-11,2014,4,2014Q2,Friday,False,False,Silver,Fuel,M,264011.0,Very High
15616,"Zira, India",Tier-3,2015-04-02,2015,4,2015Q2,Thursday,False,False,Platinum,Fuel,M,220029.0,High
15617,"Tiruchengode, India",Tier-3,2014-03-09,2014,3,2014Q1,Sunday,True,False,Signature,Entertainment,M,282585.0,Very High
15618,"Nuzvid, India",Tier-3,2014-06-22,2014,6,2014Q2,Sunday,True,False,Platinum,Entertainment,F,290690.0,Very High
15619,"Nandyal, India",Tier-3,2014-04-19,2014,4,2014Q2,Saturday,True,False,Signature,Grocery,M,95433.0,Medium
15620,"Raisen, India",Tier-3,2015-01-02,2015,1,2015Q1,Friday,False,False,Silver,Food,M,294728.0,Very High
15621,"Lanka, India",Tier-3,2013-11-13,2013,11,2013Q4,Wednesday,False,True,Platinum,Food,F,98506.0,Medium
15622,"Imphal, India",Tier-3,2014-06-04,2014,6,2014Q2,Wednesday,False,False,Signature,Fuel,M,70814.0,Low
15623,"Aurangabad, India",Tier-2,2014-11-12,2014,11,2014Q4,Wednesday,False,True,Signature,Bills,M,289240.0,Very High
15624,"Cuttack, India",Tier-2,2014-04-02,2014,4,2014Q2,Wednesday,False,False,Silver,Entertainment,F,275675.0,Very High
15625,"Panruti, India",Tier-3,2014-06-16,2014,6,2014Q2,Monday,False,False,Gold,Entertainment,M,101032.0,Medium
15626,"Sopore, India",Tier-3,2014-10-17,2014,10,2014Q4,Friday,False,True,Gold,Entertainment,F,172537.0,High
15627,"Risod, India",Tier-3,2014-12-10,2014,12,2014Q4,Wednesday,False,False,Platinum,Food,M,67392.0,Low
15628,"Madhepura, India",Tier-3,2014-11-23,2014,11,2014Q4,Sunday,True,True,Signature,Grocery,F,103465.0,Medium
15629,"Pratapgarh, India",Tier-3,2013-10-19,2013,10,2013Q4,Saturday,True,True,Platinum,Fuel,F,183390.0,High
15630,"Madurai, India",Tier-2,2014-02-06,2014,2,2014Q1,Thursday,False,False,Gold,Bills,F,100826.0,Medium
15631,"Sahaswan, India",Tier-3,2014-09-20,2014,9,2014Q3,Saturday,True,False,Silver,Food,M,211183.0,High
15632,"Rahuri, India",Tier-3,2014-11-25,2014,11,2014Q4,Tuesday,False,True,Gold,Grocery,F,2282.0,Low
15633,"Ottappalam, India",Tier-3,2014-10-03,2014,10,2014Q4,Friday,False,True,Platinum,Grocery,F,202496.0,High
15634,"Sagwara, India",Tier-3,2014-10-17,2014,10,2014Q4,Friday,False,True,Gold,Food,F,118046.0,Medium
15635,"Purna, India",Tier-3,2014-10-11,2014,10,2014Q4,Saturday,True,True,Signature,Food,F,277913.0,Very High
15636,"Simdega, India",Tier-3,2015-02-19,2015,2,2015Q1,Thursday,False,False,Platinum,Food,F,74418.0,Low
15637,"Motihari, India",Tier-3,2014-05-29,2014,5,2014Q2,Thursday,False,False,Signature,Fuel,M,15805.0,Low
15638,"Rath, India",Tier-3,2014-09-02,2014,9,2014Q3,Tuesday,False,False,Gold,Fuel,M,255528.0,Very High
15639,"Naila Janjgir, India",Tier-3,2014-05-19,2014,5,2014Q2,Monday,False,False,Silver,Grocery,M,200852.0,High
15640,"Mokokchung, India",Tier-3,2015-01-06,2015,1,2015Q1,Tuesday,False,False,Signature,Grocery,M,121646.0,Medium
15641,"Sambhal, India",Tier-3,2014-12-18,2014,12,2014Q4,Thursday,False,False,Gold,Entertainment,F,276834.0,Very High
15642,"Tirunelveli, India",Tier-2,2014-02-13,2014,2,2014Q1,Thursday,False,False,Silver,Food,F,89695.0,Medium
15643,"Shahjahanpur, India",Tier-3,2014-01-29,2014,1,2014Q1,Wednesday,False,False,Platinum,Bills,M,225413.0,High
15644,"Osmanabad, India",Tier-3,2014-02-27,2014,2,2014Q1,Thursday,False,False,Platinum,Bills,M,241999.0,Very High
15645,"Satara, India",Tier-3,2014-10-20,2014,10,2014Q4,Monday,False,True,Gold,Bills,M,68829.0,Low
15646,"Srinagar, India",Tier-2,2014-05-02,2014,5,2014Q2,Friday,False,False,Silver,Fuel,M,86177.0,Medium
15647,"Memari, India",Tier-3,2014-07-29,2014,7,2014Q3,Tuesday,False,False,Gold,Entertainment,M,36503.0,Low
15648,"Ranchi, India",Tier-2,2014-09-24,2014,9,2014Q3,Wednesday,False,False,Gold,Grocery,F,3547.0,Low
15649,"Kottayam, India",Tier-3,2014-12-14,2014,12,2014Q4,Sunday,True,False,Signature,Grocery,F,37782.0,Low
15650,"Rajahmundry, India",Tier-3,2014-12-05,2014,12,2014Q4,Friday,False,False,Gold,Entertainment,M,286768.0,Very High
15651,"Oddanchatram, India",Tier-3,2013-10-12,2013,10,2013Q4,Saturday,True,True,Silver,Food,F,203463.0,High
15652,"Rajapalayam, India",Tier-3,2015-02-27,2015,2,2015Q1,Friday,False,False,Signature,Fuel,F,257871.0,Very High
15653,"Manjlegaon, India",Tier-3,2014-04-09,2014,4,2014Q2,Wednesday,False,False,Silver,Grocery,M,11490.0,Low
15654,"Tirukkoyilur, India",Tier-3,2014-03-14,2014,3,2014Q1,Friday,False,False,Signature,Grocery,F,117291.0,Medium
15655,"Vinukonda, India",Tier-3,2015-02-09,2015,2,2015Q1,Monday,False,False,Platinum,Entertainment,F,230809.0,Very High
15656,"Siruguppa, India",Tier-3,2014-03-01,2014,3,2014Q1,Saturday,True,False,Silver,Grocery,M,180801.0,High
15657,"Maihar, India",Tier-3,2013-10-09,2013,10,2013Q4,Wednesday,False,True,Signature,Grocery,F,115113.0,Medium
15658,"Sindhagi, India",Tier-3,2013-11-03,2013,11,2013Q4,Sunday,True,True,Gold,Grocery,F,39093.0,Low
15659,"Paschim Punropara, India",Tier-3,2014-06-04,2014,6,2014Q2,Wednesday,False,False,Platinum,Fuel,F,11200.0,Low
15660,"Perinthalmanna, India",Tier-3,2014-12-14,2014,12,2014Q4,Sunday,True,False,Signature,Fuel,M,102146.0,Medium
15661,"Agra, India",Tier-2,2014-12-14,2014,12,2014Q4,Sunday,True,False,Platinum,Bills,M,156141.0,High
15662,"Salur, India",Tier-3,2013-10-11,2013,10,2013Q4,Friday,False,True,Signature,Grocery,F,222490.0,High
15663,"Parvathipuram, India",Tier-3,2014-08-16,2014,8,2014Q3,Saturday,True,False,Gold,Entertainment,M,94531.0,Medium
15664,"Dumraon, India",Tier-3,2014-11-14,2014,11,2014Q4,Friday,False,True,Signature,Fuel,M,122554.0,Medium
15665,"Raisinghnagar, India",Tier-3,2015-03-22,2015,3,2015Q1,Sunday,True,False,Platinum,Food,M,160086.0,High
15666,"Radhanpur, India",Tier-3,2013-11-15,2013,11,2013Q4,Friday,False,True,Gold,Grocery,F,216798.0,High
15667,"Sunam, India",Tier-3,2015-01-18,2015,1,2015Q1,Sunday,True,False,Gold,Bills,F,151122.0,Medium
15668,"Puliyankudi, India",Tier-3,2014-04-18,2014,4,2014Q2,Friday,False,False,Gold,Fuel,F,286664.0,Very High
15669,"Arvi, India",Tier-3,2014-08-19,2014,8,2014Q3,Tuesday,False,False,Signature,Entertainment,M,276197.0,Very High
15670,"Nepanagar, India",Tier-3,2015-03-08,2015,3,2015Q1,Sunday,True,False,Platinum,Entertainment,F,164733.0,High
15671,"Chirkunda, India",Tier-3,2014-03-09,2014,3,2014Q1,Sunday,True,False,Signature,Fuel,F,57026.0,Low
15672,"Ranchi, India",Tier-2,2014-04-17,2014,4,2014Q2,Thursday,False,False,Signature,Bills,M,254570.0,Very High
15673,"Dhubri, India",Tier-3,2013-10-17,2013,10,2013Q4,Thursday,False,True,Platinum,Food,F,62947.0,Low
15674,"Naugawan Sadat, India",Tier-3,2015-04-08,2015,4,2015Q2,Wednesday,False,False,Platinum,Bills,M,77199.0,Medium
15675,"Hansi, India",Tier-3,2014-12-26,2014,12,2014Q4,Friday,False,False,Platinum,Food,M,270584.0,Very High
15676,"Sira, India",Tier-3,2015-04-05,2015,4,2015Q2,Sunday,True,False,Silver,Food,M,117536.0,Medium
15677,"Udaipurwati, India",Tier-3,2013-12-09,2013,12,2013Q4,Monday,False,False,Signature,Bills,F,157884.0,High
15678,"Hugli-Chinsurah, India",Tier-3,2015-02-20,2015,2,2015Q1,Friday,False,False,Platinum,Food,M,171822.0,High
15679,"Nautanwa, India",Tier-3,2015-03-11,2015,3,2015Q1,Wednesday,False,False,Signature,Bills,M,51108.0,Low
15680,"Tandur, India",Tier-3,2013-11-15,2013,11,2013Q4,Friday,False,True,Gold,Entertainment,F,190048.0,High
15681,"Gumia, India",Tier-3,2014-10-11,2014,10,2014Q4,Saturday,True,True,Silver,Food,F,267128.0,Very High
15682,"Nagaon, India",Tier-3,2014-11-14,2014,11,2014Q4,Friday,False,True,Platinum,Grocery,F,208689.0,High
15683,"Lanka, India",Tier-3,2015-01-12,2015,1,2015Q1,Monday,False,False,Signature,Grocery,F,156333.0,High
15684,"Satana, India",Tier-3,2013-10-07,2013,10,2013Q4,Monday,False,True,Platinum,Grocery,M,264412.0,Very High
15685,"Singrauli, India",Tier-3,2014-04-04,2014,4,2014Q2,Friday,False,False,Silver,Bills,F,161340.0,High
15686,"Rudrapur, India",Tier-3,2015-05-18,2015,5,2015Q2,Monday,False,False,Gold,Food,F,157681.0,High
15687,"Sultanpur, India",Tier-3,2014-04-04,2014,4,2014Q2,Friday,False,False,Signature,Grocery,M,251240.0,Very High
15688,"Guntur, India",Tier-2,2014-07-07,2014,7,2014Q3,Monday,False,False,Platinum,Entertainment,M,61543.0,Low
15689,"Tamluk, India",Tier-3,2014-06-28,2014,6,2014Q2,Saturday,True,False,Gold,Bills,M,156238.0,High
15690,"Shujalpur, India",Tier-3,2014-03-18,2014,3,2014Q1,Tuesday,False,False,Gold,Entertainment,F,200510.0,High
15691,"Sitapur, India",Tier-3,2014-02-06,2014,2,2014Q1,Thursday,False,False,Silver,Bills,F,229231.0,Very High
15692,"Nawada, India",Tier-3,2014-08-05,2014,8,2014Q3,Tuesday,False,False,Signature,Food,F,99705.0,Medium
15693,"Nirmal, India",Tier-3,2013-11-21,2013,11,2013Q4,Thursday,False,True,Silver,Fuel,M,101874.0,Medium
15694,"Thirumangalam, India",Tier-3,2014-12-20,2014,12,2014Q4,Saturday,True,False,Silver,Entertainment,M,266829.0,Very High
15695,"Naharlagun, India",Tier-3,2014-09-04,2014,9,2014Q3,Thursday,False,False,Silver,Food,F,92077.0,Medium
15696,"Taliparamba, India",Tier-3,2014-01-12,2014,1,2014Q1,Sunday,True,False,Silver,Entertainment,M,44034.0,Low
15697,"Sankeshwara, India",Tier-3,2014-07-04,2014,7,2014Q3,Friday,False,False,Silver,Entertainment,F,284160.0,Very High
15698,"Mundi, India",Tier-3,2015-03-16,2015,3,2015Q1,Monday,False,False,Silver,Grocery,M,74888.0,Low
15699,"Shenkottai, India",Tier-3,2013-12-21,2013,12,2013Q4,Saturday,True,False,Gold,Entertainment,M,46992.0,Low
15700,"Mihijam, India",Tier-3,2015-04-17,2015,4,2015Q2,Friday,False,False,Signature,Grocery,M,205169.0,High
15701,"Hardoi , India",Tier-3,2015-04-19,2015,4,2015Q2,Sunday,True,False,Gold,Grocery,F,99125.0,Medium
15702,"Kalyan-Dombivali, India",Tier-2,2014-04-05,2014,4,2014Q2,Saturday,True,False,Gold,Entertainment,F,204548.0,High
15703,"Pihani, India",Tier-3,2015-05-05,2015,5,2015Q2,Tuesday,False,False,Signature,Food,M,132458.0,Medium
15704,"Ramdurg, India",Tier-3,2015-02-17,2015,2,2015Q1,Tuesday,False,False,Signature,Food,F,163612.0,High
15705,"Bhuj, India",Tier-3,2014-09-16,2014,9,2014Q3,Tuesday,False,False,Signature,Grocery,M,265039.0,Very High
15706,"Narnaul, India",Tier-3,2014-08-31,2014,8,2014Q3,Sunday,True,False,Platinum,Bills,M,202059.0,High
15707,"Koratla, India",Tier-3,2015-01-25,2015,1,2015Q1,Sunday,True,False,Platinum,Entertainment,M,176076.0,High
15708,"Rudrapur, India",Tier-3,2015-04-17,2015,4,2015Q2,Friday,False,False,Signature,Grocery,F,265744.0,Very High
15709,"Ankleshwar, India",Tier-3,2014-05-16,2014,5,2014Q2,Friday,False,False,Platinum,Grocery,F,152070.0,Medium
15710,"Neem-Ka-Thana, India",Tier-3,2015-01-20,2015,1,2015Q1,Tuesday,False,False,Platinum,Fuel,M,251515.0,Very High
15711,"Balurghat, India",Tier-3,2014-01-06,2014,1,2014Q1,Monday,False,False,Silver,Entertainment,F,26684.0,Low
15712,"Guwahati, India",Tier-2,2014-04-10,2014,4,2014Q2,Thursday,False,False,Platinum,Entertainment,F,267129.0,Very High
15713,"Kozhikode, India",Tier-3,2015-01-20,2015,1,2015Q1,Tuesday,False,False,Silver,Grocery,F,11383.0,Low
15714,"Nellikuppam, India",Tier-3,2014-03-12,2014,3,2014Q1,Wednesday,False,False,Gold,Fuel,F,8320.0,Low
15715,"Jorhat, India",Tier-3,2013-10-08,2013,10,2013Q4,Tuesday,False,True,Gold,Entertainment,F,224801.0,High
15716,"Lunawada, India",Tier-3,2014-09-30,2014,9,2014Q3,Tuesday,False,False,Gold,Fuel,M,259213.0,Very High
15717,"Athni, India",Tier-3,2014-05-07,2014,5,2014Q2,Wednesday,False,False,Signature,Entertainment,M,222263.0,High
15718,"Tiruvannamalai, India",Tier-3,2014-07-19,2014,7,2014Q3,Saturday,True,False,Platinum,Entertainment,F,270496.0,Very High
15719,"Namakkal, India",Tier-3,2014-10-03,2014,10,2014Q4,Friday,False,True,Silver,Grocery,M,150328.0,Medium
15720,"Akola, India",Tier-2,2015-04-20,2015,4,2015Q2,Monday,False,False,Platinum,Food,M,55691.0,Low
15721,"Korba, India",Tier-3,2014-07-13,2014,7,2014Q3,Sunday,True,False,Gold,Grocery,M,117704.0,Medium
15722,"Attingal, India",Tier-3,2014-06-07,2014,6,2014Q2,Saturday,True,False,Silver,Food,M,22164.0,Low
15723,"Udaipurwati, India",Tier-3,2014-04-23,2014,4,2014Q2,Wednesday,False,False,Signature,Food,M,133089.0,Medium
15724,"Surat, India",Tier-1,2013-10-11,2013,10,2013Q4,Friday,False,True,Gold,Bills,M,24993.0,Low
15725,"Davanagere, India",Tier-3,2015-01-26,2015,1,2015Q1,Monday,False,False,Silver,Food,M,94151.0,Medium
15726,"Nellore, India",Tier-2,2013-12-29,2013,12,2013Q4,Sunday,True,False,Signature,Fuel,F,198141.0,High
15727,"Arsikere, India",Tier-3,2014-02-27,2014,2,2014Q1,Thursday,False,False,Platinum,Food,M,184763.0,High
15728,"Kapurthala, India",Tier-3,2013-10-18,2013,10,2013Q4,Friday,False,True,Signature,Food,M,232043.0,Very High
15729,"Sainthia, India",Tier-3,2013-10-30,2013,10,2013Q4,Wednesday,False,True,Gold,Bills,F,227389.0,High
15730,"Vatakara, India",Tier-3,2014-03-28,2014,3,2014Q1,Friday,False,False,Platinum,Fuel,F,55033.0,Low
15731,"Bhubaneswar, India",Tier-2,2014-05-13,2014,5,2014Q2,Tuesday,False,False,Platinum,Food,M,246728.0,Very High
15732,"Saunda, India",Tier-3,2015-04-04,2015,4,2015Q2,Saturday,True,False,Platinum,Entertainment,M,214610.0,High
15733,"Sirhind Fatehgarh Sahib, India",Tier-3,2013-10-20,2013,10,2013Q4,Sunday,True,True,Gold,Bills,F,210467.0,High
15734,"Kanhangad, India",Tier-3,2014-12-21,2014,12,2014Q4,Sunday,True,False,Platinum,Food,F,62516.0,Low
15735,"Sirohi, India",Tier-3,2015-02-23,2015,2,2015Q1,Monday,False,False,Silver,Bills,F,278312.0,Very High
15736,"Vijainagar Ajmer, India",Tier-3,2015-01-18,2015,1,2015Q1,Sunday,True,False,Gold,Entertainment,M,207339.0,High
15737,"Mancherial, India",Tier-3,2013-12-08,2013,12,2013Q4,Sunday,True,False,Gold,Grocery,F,25980.0,Low
15738,"Sahibganj, India",Tier-3,2014-05-25,2014,5,2014Q2,Sunday,True,False,Signature,Grocery,M,124964.0,Medium
15739,"Puliyankudi, India",Tier-3,2014-03-14,2014,3,2014Q1,Friday,False,False,Silver,Food,M,48313.0,Low
15740,"Terdal, India",Tier-3,2014-06-30,2014,6,2014Q2,Monday,False,False,Signature,Entertainment,F,51052.0,Low
15741,"Akola, India",Tier-2,2013-10-07,2013,10,2013Q4,Monday,False,True,Signature,Grocery,M,161255.0,High
15742,"Panipat, India",Tier-3,2014-10-15,2014,10,2014Q4,Wednesday,False,True,Gold,Food,F,152312.0,Medium
15743,"Sirhind Fatehgarh Sahib, India",Tier-3,2014-04-30,2014,4,2014Q2,Wednesday,False,False,Gold,Entertainment,F,103107.0,Medium
15744,"Sathyamangalam, India",Tier-3,2013-10-08,2013,10,2013Q4,Tuesday,False,True,Signature,Fuel,F,79715.0,Medium
15745,"Gumia, India",Tier-3,2014-11-28,2014,11,2014Q4,Friday,False,True,Signature,Grocery,F,131219.0,Medium
15746,"Udaipur, India",Tier-2,2015-04-30,2015,4,2015Q2,Thursday,False,False,Silver,Grocery,F,215939.0,High
15747,"Mandsaur, India",Tier-3,2013-11-04,2013,11,2013Q4,Monday,False,True,Silver,Grocery,M,277928.0,Very High
15748,"Vedaranyam, India",Tier-3,2014-06-01,2014,6,2014Q2,Sunday,True,False,Silver,Grocery,M,130130.0,Medium
15749,"Tadpatri, India",Tier-3,2014-09-12,2014,9,2014Q3,Friday,False,False,Gold,Grocery,M,225554.0,High
15750,"Jangaon, India",Tier-3,2014-09-09,2014,9,2014Q3,Tuesday,False,False,Platinum,Entertainment,F,211191.0,High
15751,"Mokameh, India",Tier-3,2014-02-04,2014,2,2014Q1,Tuesday,False,False,Platinum,Bills,M,163787.0,High
15752,"Udupi, India",Tier-3,2013-11-16,2013,11,2013Q4,Saturday,True,True,Silver,Fuel,F,220821.0,High
